source_ip,(empty),21,22,53,6667,80,OTHER,source_ip_classification,in_ids
172.23.10.119,0.0,0.0,0.0,0.0,0.0,6976.0,0.0,Workstation,False
172.23.10.193,0.0,0.0,0.0,0.0,0.0,6944.0,0.0,Workstation,False
172.23.10.198,0.0,0.0,0.0,0.0,0.0,6978.0,0.0,Workstation,False
172.23.10.199,0.0,0.0,0.0,0.0,0.0,6969.0,0.0,Workstation,False
172.23.10.204,0.0,0.0,0.0,0.0,0.0,7036.0,0.0,Workstation,False
172.23.10.205,0.0,0.0,0.0,0.0,0.0,6981.0,0.0,Workstation,False
172.23.10.206,0.0,0.0,0.0,0.0,0.0,7004.0,0.0,Workstation,False
172.23.10.207,0.0,0.0,0.0,0.0,0.0,7019.0,0.0,Workstation,False
172.23.10.208,0.0,0.0,0.0,0.0,0.0,7012.0,0.0,Workstation,False
172.23.10.209,0.0,0.0,0.0,0.0,0.0,6987.0,0.0,Workstation,False
172.23.10.219,0.0,0.0,0.0,0.0,0.0,6963.0,0.0,Workstation,False
172.23.10.40,0.0,0.0,0.0,0.0,0.0,7002.0,0.0,Workstation,False
172.23.10.41,0.0,0.0,0.0,0.0,0.0,6989.0,0.0,Workstation,False
172.23.10.42,0.0,0.0,0.0,0.0,0.0,6994.0,0.0,Workstation,False
172.23.10.43,0.0,0.0,0.0,0.0,0.0,7023.0,0.0,Workstation,False
172.23.10.44,0.0,0.0,0.0,0.0,0.0,6928.0,0.0,Workstation,False
172.23.10.45,0.0,0.0,0.0,0.0,0.0,7054.0,0.0,Workstation,False
172.23.10.46,0.0,0.0,0.0,0.0,0.0,7022.0,0.0,Workstation,False
172.23.10.47,0.0,0.0,0.0,0.0,0.0,6985.0,0.0,Workstation,False
172.23.10.48,0.0,0.0,0.0,0.0,0.0,7029.0,0.0,Workstation,False
172.23.10.49,0.0,0.0,0.0,0.0,0.0,6970.0,0.0,Workstation,False
172.23.100.130,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.100.131,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.100.132,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,Workstation,False
172.23.100.133,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.100.134,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.100.135,0.0,0.0,0.0,0.0,0.0,8579.0,0.0,Workstation,False
172.23.100.136,0.0,0.0,0.0,0.0,0.0,8586.0,0.0,Workstation,False
172.23.100.137,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.100.138,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.100.139,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.100.220,0.0,0.0,0.0,0.0,0.0,8581.0,0.0,Workstation,False
172.23.100.221,0.0,0.0,0.0,0.0,0.0,8615.0,0.0,Workstation,False
172.23.100.222,0.0,0.0,0.0,0.0,0.0,8609.0,0.0,Workstation,False
172.23.100.223,0.0,0.0,0.0,0.0,0.0,8642.0,0.0,Workstation,False
172.23.100.224,0.0,0.0,0.0,0.0,0.0,8622.0,0.0,Workstation,False
172.23.100.225,0.0,0.0,0.0,0.0,0.0,8637.0,0.0,Workstation,False
172.23.100.226,0.0,0.0,0.0,0.0,0.0,8611.0,0.0,Workstation,False
172.23.100.227,0.0,0.0,0.0,0.0,0.0,8596.0,0.0,Workstation,False
172.23.100.228,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.100.229,0.0,0.0,0.0,0.0,0.0,8599.0,0.0,Workstation,False
172.23.100.250,0.0,0.0,0.0,0.0,0.0,8616.0,0.0,Workstation,False
172.23.100.50,0.0,0.0,0.0,0.0,0.0,8661.0,0.0,Workstation,False
172.23.100.51,0.0,0.0,0.0,0.0,0.0,8591.0,0.0,Workstation,False
172.23.100.52,0.0,0.0,0.0,0.0,0.0,8627.0,0.0,Workstation,False
172.23.100.53,0.0,0.0,0.0,0.0,0.0,8611.0,0.0,Workstation,False
172.23.100.54,0.0,0.0,0.0,0.0,0.0,8615.0,0.0,Workstation,False
172.23.100.56,0.0,0.0,0.0,0.0,0.0,8559.0,0.0,Workstation,False
172.23.100.57,0.0,0.0,0.0,0.0,0.0,8589.0,0.0,Workstation,False
172.23.100.58,0.0,0.0,0.0,0.0,0.0,8611.0,0.0,Workstation,False
172.23.100.59,0.0,0.0,0.0,0.0,0.0,8586.0,0.0,Workstation,False
172.23.101.100,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.101.101,0.0,0.0,0.0,0.0,0.0,8607.0,0.0,Workstation,False
172.23.101.102,0.0,0.0,0.0,0.0,0.0,8561.0,0.0,Workstation,False
172.23.101.103,0.0,0.0,0.0,0.0,0.0,8590.0,0.0,Workstation,False
172.23.101.104,0.0,0.0,0.0,0.0,0.0,8591.0,0.0,Workstation,False
172.23.101.105,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.101.106,0.0,0.0,0.0,0.0,0.0,8607.0,0.0,Workstation,False
172.23.101.107,0.0,0.0,0.0,0.0,0.0,8614.0,0.0,Workstation,False
172.23.101.108,0.0,0.0,0.0,0.0,0.0,8592.0,0.0,Workstation,False
172.23.101.109,0.0,0.0,0.0,0.0,0.0,8589.0,0.0,Workstation,False
172.23.101.170,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.101.171,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.101.172,0.0,0.0,0.0,0.0,0.0,8648.0,0.0,Workstation,False
172.23.101.173,0.0,0.0,0.0,0.0,0.0,8631.0,0.0,Workstation,False
172.23.101.174,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.101.175,0.0,0.0,0.0,0.0,0.0,8587.0,0.0,Workstation,False
172.23.101.176,0.0,0.0,0.0,0.0,0.0,8657.0,0.0,Workstation,False
172.23.101.177,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.101.178,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.101.179,0.0,0.0,0.0,0.0,0.0,8626.0,0.0,Workstation,False
172.23.101.50,0.0,0.0,0.0,0.0,0.0,8588.0,0.0,Workstation,False
172.23.101.51,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.101.52,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,Workstation,False
172.23.101.53,0.0,0.0,0.0,0.0,0.0,8624.0,0.0,Workstation,False
172.23.101.54,0.0,0.0,0.0,0.0,0.0,8613.0,0.0,Workstation,False
172.23.101.55,0.0,0.0,0.0,0.0,0.0,8659.0,0.0,Workstation,False
172.23.101.56,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.101.57,0.0,0.0,0.0,0.0,0.0,8600.0,0.0,Workstation,False
172.23.101.58,0.0,0.0,0.0,0.0,0.0,8670.0,0.0,Workstation,False
172.23.101.59,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.102.140,0.0,0.0,0.0,0.0,0.0,8615.0,0.0,Workstation,False
172.23.102.141,0.0,0.0,0.0,0.0,0.0,8647.0,0.0,Workstation,False
172.23.102.142,0.0,0.0,0.0,0.0,0.0,8622.0,0.0,Workstation,False
172.23.102.143,0.0,0.0,0.0,0.0,0.0,8623.0,0.0,Workstation,False
172.23.102.144,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.102.145,0.0,0.0,0.0,0.0,0.0,8637.0,0.0,Workstation,False
172.23.102.146,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.102.147,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.102.148,0.0,0.0,0.0,0.0,0.0,8621.0,0.0,Workstation,False
172.23.102.149,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.102.200,0.0,0.0,0.0,0.0,0.0,8584.0,0.0,Workstation,False
172.23.102.201,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.102.202,0.0,0.0,0.0,0.0,0.0,8646.0,0.0,Workstation,False
172.23.102.203,0.0,0.0,0.0,0.0,0.0,8585.0,0.0,Workstation,False
172.23.102.204,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.102.205,0.0,0.0,0.0,0.0,0.0,8599.0,0.0,Workstation,False
172.23.102.206,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.102.207,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.102.208,0.0,0.0,0.0,0.0,0.0,8607.0,0.0,Workstation,False
172.23.102.209,0.0,0.0,0.0,0.0,0.0,8642.0,0.0,Workstation,False
172.23.102.50,0.0,0.0,0.0,0.0,0.0,8618.0,0.0,Workstation,False
172.23.102.51,0.0,0.0,0.0,0.0,0.0,8591.0,0.0,Workstation,False
172.23.102.52,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.102.53,0.0,0.0,0.0,0.0,0.0,8622.0,0.0,Workstation,False
172.23.102.54,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.102.55,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.102.56,0.0,0.0,0.0,0.0,0.0,8600.0,0.0,Workstation,False
172.23.102.57,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.102.58,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.102.59,0.0,0.0,0.0,0.0,0.0,8624.0,0.0,Workstation,False
172.23.103.139,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.103.180,0.0,0.0,0.0,0.0,0.0,8616.0,0.0,Workstation,False
172.23.103.181,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.103.182,0.0,0.0,0.0,0.0,0.0,8598.0,0.0,Workstation,False
172.23.103.183,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.103.184,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.103.185,0.0,0.0,0.0,0.0,0.0,8611.0,0.0,Workstation,False
172.23.103.186,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.103.187,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.103.188,0.0,0.0,0.0,0.0,0.0,8584.0,0.0,Workstation,False
172.23.103.189,0.0,0.0,0.0,0.0,0.0,8632.0,0.0,Workstation,False
172.23.103.222,0.0,0.0,0.0,0.0,0.0,8590.0,0.0,Workstation,False
172.23.103.223,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.103.224,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.103.225,0.0,0.0,0.0,0.0,0.0,8609.0,0.0,Workstation,False
172.23.103.226,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.103.227,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.103.231,0.0,0.0,0.0,0.0,0.0,8626.0,0.0,Workstation,False
172.23.103.237,0.0,0.0,0.0,0.0,0.0,8619.0,0.0,Workstation,False
172.23.103.25,0.0,0.0,0.0,0.0,0.0,8589.0,0.0,Workstation,False
172.23.103.70,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.103.71,0.0,0.0,0.0,0.0,0.0,8667.0,0.0,Workstation,False
172.23.103.72,0.0,0.0,0.0,0.0,0.0,8590.0,0.0,Workstation,False
172.23.103.73,0.0,0.0,0.0,0.0,0.0,8636.0,0.0,Workstation,False
172.23.103.74,0.0,0.0,0.0,0.0,0.0,8621.0,0.0,Workstation,False
172.23.103.75,0.0,0.0,0.0,0.0,0.0,8581.0,0.0,Workstation,False
172.23.103.76,0.0,0.0,0.0,0.0,0.0,8593.0,0.0,Workstation,False
172.23.103.77,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.103.78,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.103.79,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.104.113,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.104.149,0.0,0.0,0.0,0.0,0.0,8610.0,0.0,Workstation,False
172.23.104.160,0.0,0.0,0.0,0.0,0.0,8619.0,0.0,Workstation,False
172.23.104.161,0.0,0.0,0.0,0.0,0.0,8631.0,0.0,Workstation,False
172.23.104.162,0.0,0.0,0.0,0.0,0.0,8568.0,0.0,Workstation,False
172.23.104.163,0.0,0.0,0.0,0.0,0.0,8622.0,0.0,Workstation,False
172.23.104.164,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.104.165,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.104.166,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.104.167,0.0,0.0,0.0,0.0,0.0,8599.0,0.0,Workstation,False
172.23.104.168,0.0,0.0,0.0,0.0,0.0,8652.0,0.0,Workstation,False
172.23.104.169,0.0,0.0,0.0,0.0,0.0,8587.0,0.0,Workstation,False
172.23.104.198,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.104.199,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.104.242,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.104.243,0.0,0.0,0.0,0.0,0.0,8605.0,0.0,Workstation,False
172.23.104.244,0.0,0.0,0.0,0.0,0.0,8556.0,0.0,Workstation,False
172.23.104.245,0.0,0.0,0.0,0.0,0.0,8593.0,0.0,Workstation,False
172.23.104.246,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.104.247,0.0,0.0,0.0,0.0,0.0,8618.0,0.0,Workstation,False
172.23.104.70,0.0,0.0,0.0,0.0,0.0,8614.0,0.0,Workstation,False
172.23.104.71,0.0,0.0,0.0,0.0,0.0,8605.0,0.0,Workstation,False
172.23.104.72,0.0,0.0,0.0,0.0,0.0,8599.0,0.0,Workstation,False
172.23.104.73,0.0,0.0,0.0,0.0,0.0,8589.0,0.0,Workstation,False
172.23.104.74,0.0,0.0,0.0,0.0,0.0,8586.0,0.0,Workstation,False
172.23.104.75,0.0,0.0,0.0,0.0,0.0,8648.0,0.0,Workstation,False
172.23.104.76,0.0,0.0,0.0,0.0,0.0,8624.0,0.0,Workstation,False
172.23.104.77,0.0,0.0,0.0,0.0,0.0,8568.0,0.0,Workstation,False
172.23.104.78,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.104.79,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.105.20,0.0,0.0,0.0,0.0,0.0,8590.0,0.0,Workstation,False
172.23.105.21,0.0,0.0,0.0,0.0,0.0,8592.0,0.0,Workstation,False
172.23.105.22,0.0,0.0,0.0,0.0,0.0,8576.0,0.0,Workstation,False
172.23.105.23,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.105.24,0.0,0.0,0.0,0.0,0.0,8569.0,0.0,Workstation,False
172.23.105.240,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.105.241,0.0,0.0,0.0,0.0,0.0,8616.0,0.0,Workstation,False
172.23.105.242,0.0,0.0,0.0,0.0,0.0,8586.0,0.0,Workstation,False
172.23.105.243,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.105.244,0.0,0.0,0.0,0.0,0.0,8611.0,0.0,Workstation,False
172.23.105.245,0.0,0.0,0.0,0.0,0.0,8599.0,0.0,Workstation,False
172.23.105.246,0.0,0.0,0.0,0.0,0.0,8587.0,0.0,Workstation,False
172.23.105.247,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.105.248,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.105.249,0.0,0.0,0.0,0.0,0.0,8618.0,0.0,Workstation,False
172.23.105.25,0.0,0.0,0.0,0.0,0.0,8649.0,0.0,Workstation,False
172.23.105.26,0.0,0.0,0.0,0.0,0.0,8620.0,0.0,Workstation,False
172.23.105.27,0.0,0.0,0.0,0.0,0.0,8592.0,0.0,Workstation,False
172.23.105.28,0.0,0.0,0.0,0.0,0.0,8607.0,0.0,Workstation,False
172.23.105.29,0.0,0.0,0.0,0.0,0.0,8621.0,0.0,Workstation,False
172.23.105.50,0.0,0.0,0.0,0.0,0.0,8621.0,0.0,Workstation,False
172.23.105.51,0.0,0.0,0.0,0.0,0.0,8628.0,0.0,Workstation,False
172.23.105.52,0.0,0.0,0.0,0.0,0.0,8558.0,0.0,Workstation,False
172.23.105.53,0.0,0.0,0.0,0.0,0.0,8591.0,0.0,Workstation,False
172.23.105.54,0.0,0.0,0.0,0.0,0.0,8579.0,0.0,Workstation,False
172.23.105.55,0.0,0.0,0.0,0.0,0.0,8616.0,0.0,Workstation,False
172.23.105.56,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.105.57,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.105.58,0.0,0.0,0.0,0.0,0.0,8606.0,0.0,Workstation,False
172.23.105.59,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.106.130,0.0,0.0,0.0,0.0,0.0,8576.0,0.0,Workstation,False
172.23.106.131,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.106.132,0.0,0.0,0.0,0.0,0.0,8610.0,0.0,Workstation,False
172.23.106.133,0.0,0.0,0.0,0.0,0.0,8595.0,0.0,Workstation,False
172.23.106.134,0.0,0.0,0.0,0.0,0.0,8613.0,0.0,Workstation,False
172.23.106.135,0.0,0.0,0.0,0.0,0.0,8600.0,0.0,Workstation,False
172.23.106.136,0.0,0.0,0.0,0.0,0.0,8587.0,0.0,Workstation,False
172.23.106.137,0.0,0.0,0.0,0.0,0.0,8645.0,0.0,Workstation,False
172.23.106.138,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.106.139,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,Workstation,False
172.23.106.180,0.0,0.0,0.0,0.0,0.0,8586.0,0.0,Workstation,False
172.23.106.181,0.0,0.0,0.0,0.0,0.0,8653.0,0.0,Workstation,False
172.23.106.182,0.0,0.0,0.0,0.0,0.0,8646.0,0.0,Workstation,False
172.23.106.183,0.0,0.0,0.0,0.0,0.0,8623.0,0.0,Workstation,False
172.23.106.184,0.0,0.0,0.0,0.0,0.0,8615.0,0.0,Workstation,False
172.23.106.185,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.106.186,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.106.187,0.0,0.0,0.0,0.0,0.0,8593.0,0.0,Workstation,False
172.23.106.188,0.0,0.0,0.0,0.0,0.0,8604.0,0.0,Workstation,False
172.23.106.189,0.0,0.0,0.0,0.0,0.0,8628.0,0.0,Workstation,False
172.23.106.30,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.106.31,0.0,0.0,0.0,0.0,0.0,8617.0,0.0,Workstation,False
172.23.106.32,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,Workstation,False
172.23.106.33,0.0,0.0,0.0,0.0,0.0,8620.0,0.0,Workstation,False
172.23.106.34,0.0,0.0,0.0,0.0,0.0,8619.0,0.0,Workstation,False
172.23.106.35,0.0,0.0,0.0,0.0,0.0,8647.0,0.0,Workstation,False
172.23.106.36,0.0,0.0,0.0,0.0,0.0,8636.0,0.0,Workstation,False
172.23.106.37,0.0,0.0,0.0,0.0,0.0,8666.0,0.0,Workstation,False
172.23.106.38,0.0,0.0,0.0,0.0,0.0,8615.0,0.0,Workstation,False
172.23.106.39,0.0,0.0,0.0,0.0,0.0,8639.0,0.0,Workstation,False
172.23.107.140,0.0,0.0,0.0,0.0,0.0,8607.0,0.0,Workstation,False
172.23.107.141,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.107.142,0.0,0.0,0.0,0.0,0.0,8560.0,0.0,Workstation,False
172.23.107.143,0.0,0.0,0.0,0.0,0.0,8613.0,0.0,Workstation,False
172.23.107.144,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.107.145,0.0,0.0,0.0,0.0,0.0,8633.0,0.0,Workstation,False
172.23.107.146,0.0,0.0,0.0,0.0,0.0,8665.0,0.0,Workstation,False
172.23.107.147,0.0,0.0,0.0,0.0,0.0,8675.0,0.0,Workstation,False
172.23.107.148,0.0,0.0,0.0,0.0,0.0,8588.0,0.0,Workstation,False
172.23.107.149,0.0,0.0,0.0,0.0,0.0,8658.0,0.0,Workstation,False
172.23.107.240,0.0,0.0,0.0,0.0,0.0,8629.0,0.0,Workstation,False
172.23.107.241,0.0,0.0,0.0,0.0,0.0,8606.0,0.0,Workstation,False
172.23.107.242,0.0,0.0,0.0,0.0,0.0,8624.0,0.0,Workstation,False
172.23.107.243,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,Workstation,False
172.23.107.244,0.0,0.0,0.0,0.0,0.0,8622.0,0.0,Workstation,False
172.23.107.245,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,Workstation,False
172.23.107.246,0.0,0.0,0.0,0.0,0.0,8628.0,0.0,Workstation,False
172.23.107.247,0.0,0.0,0.0,0.0,0.0,8610.0,0.0,Workstation,False
172.23.107.248,0.0,0.0,0.0,0.0,0.0,8619.0,0.0,Workstation,False
172.23.107.249,0.0,0.0,0.0,0.0,0.0,8640.0,0.0,Workstation,False
172.23.107.70,0.0,0.0,0.0,0.0,0.0,8616.0,0.0,Workstation,False
172.23.107.71,0.0,0.0,0.0,0.0,0.0,8578.0,0.0,Workstation,False
172.23.107.72,0.0,0.0,0.0,0.0,0.0,8632.0,0.0,Workstation,False
172.23.107.73,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.107.74,0.0,0.0,0.0,0.0,0.0,8598.0,0.0,Workstation,False
172.23.107.75,0.0,0.0,0.0,0.0,0.0,8593.0,0.0,Workstation,False
172.23.107.76,0.0,0.0,0.0,0.0,0.0,8614.0,0.0,Workstation,False
172.23.107.77,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,Workstation,False
172.23.107.78,0.0,0.0,0.0,0.0,0.0,8662.0,0.0,Workstation,False
172.23.107.79,0.0,0.0,0.0,0.0,0.0,8569.0,0.0,Workstation,False
172.23.108.100,0.0,0.0,0.0,0.0,0.0,8643.0,0.0,Workstation,False
172.23.108.101,0.0,0.0,0.0,0.0,0.0,8614.0,0.0,Workstation,False
172.23.108.102,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,Workstation,False
172.23.108.103,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,Workstation,False
172.23.108.104,0.0,0.0,0.0,0.0,0.0,8605.0,0.0,Workstation,False
172.23.108.105,0.0,0.0,0.0,0.0,0.0,8629.0,0.0,Workstation,False
172.23.108.106,0.0,0.0,0.0,0.0,0.0,8583.0,0.0,Workstation,False
172.23.108.107,0.0,0.0,0.0,0.0,0.0,8637.0,0.0,Workstation,False
172.23.108.108,0.0,0.0,0.0,0.0,0.0,8626.0,0.0,Workstation,False
172.23.108.109,0.0,0.0,0.0,0.0,0.0,8650.0,0.0,Workstation,False
172.23.108.190,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,Workstation,False
172.23.108.191,0.0,0.0,0.0,0.0,0.0,8602.0,0.0,Workstation,False
172.23.108.192,0.0,0.0,0.0,0.0,0.0,8601.0,0.0,Workstation,False
172.23.108.193,0.0,0.0,0.0,0.0,0.0,8634.0,0.0,Workstation,False
172.23.108.194,0.0,0.0,0.0,0.0,0.0,8591.0,0.0,Workstation,False
172.23.108.195,0.0,0.0,0.0,0.0,0.0,8614.0,0.0,Workstation,False
